cadence,distance,enhanced_altitude,enhanced_speed,fractional_cadence,heart_rate,timestamp
77.0,12.19,249.4,1.866,0.0,77.0,2019-07-08 21:04:14
77.0,14.08,259.6,1.894,0.0,80.0,2019-07-08 21:04:15
77.0,14.08,259.79999999999995,1.894,0.0,83.0,2019-07-08 21:04:16
77.0,14.99,260.4,1.903,0.0,83.0,2019-07-08 21:04:17
77.0,16.95,262.20000000000005,1.997,0.0,86.0,2019-07-08 21:04:18
74.0,20.6,265.20000000000005,2.025,0.5,90.0,2019-07-08 21:04:20
74.0,26.36,265.79999999999995,2.006,0.5,92.0,2019-07-08 21:04:22
0.0,36.47,268.6,1.764,0.0,94.0,2019-07-08 21:04:29
0.0,37.95,271.20000000000005,0.0,0.0,91.0,2019-07-08 21:04:33
0.0,39.15,272.6,0.0,0.0,88.0,2019-07-08 21:04:35
0.0,40.23,273.20000000000005,0.0,0.0,87.0,2019-07-08 21:04:36
0.0,43.0,274.6,0.0,0.0,84.0,2019-07-08 21:04:38
0.0,54.29,284.4,0.644,0.0,82.0,2019-07-08 21:04:44
73.0,58.1,288.79999999999995,0.821,0.0,79.0,2019-07-08 21:04:46
75.0,64.17,290.20000000000005,1.278,0.5,81.0,2019-07-08 21:04:49
76.0,65.67,289.4,1.372,0.0,83.0,2019-07-08 21:04:50
76.0,67.74,288.6,1.465,0.0,82.0,2019-07-08 21:04:51
76.0,73.35,287.0,1.586,0.0,84.0,2019-07-08 21:04:53
78.0,75.83,286.20000000000005,1.624,0.5,87.0,2019-07-08 21:04:54
78.0,81.6,285.0,1.726,0.5,92.0,2019-07-08 21:04:56
78.0,86.46,284.20000000000005,1.801,0.5,94.0,2019-07-08 21:04:58
78.0,92.13,283.4,1.857,0.5,97.0,2019-07-08 21:05:00
77.0,93.68,283.0,1.894,0.5,98.0,2019-07-08 21:05:01
77.0,101.15,281.6,1.931,0.0,101.0,2019-07-08 21:05:04
78.0,110.88,280.20000000000005,1.95,0.0,101.0,2019-07-08 21:05:08
79.0,125.8,280.20000000000005,2.071,0.0,102.0,2019-07-08 21:05:14
78.0,139.09,281.6,2.062,0.0,103.0,2019-07-08 21:05:20
79.0,159.68,280.6,2.099,0.0,104.0,2019-07-08 21:05:27
79.0,162.47,280.6,2.118,0.0,104.0,2019-07-08 21:05:28
78.0,183.69,280.0,2.202,0.0,105.0,2019-07-08 21:05:36
78.0,186.99,280.0,2.211,0.0,105.0,2019-07-08 21:05:37
78.0,206.46,280.0,2.333,0.0,106.0,2019-07-08 21:05:44
78.0,218.11,280.0,2.37,0.0,107.0,2019-07-08 21:05:49
79.0,238.84,278.6,2.389,0.0,107.0,2019-07-08 21:05:57
79.0,252.29,276.6,2.435,0.0,107.0,2019-07-08 21:06:03
80.0,253.44,276.20000000000005,2.435,0.0,107.0,2019-07-08 21:06:04
79.0,272.69,275.20000000000005,2.333,0.0,110.0,2019-07-08 21:06:12
80.0,291.06,274.20000000000005,2.286,0.0,111.0,2019-07-08 21:06:20
79.0,310.51,271.6,2.249,0.0,110.0,2019-07-08 21:06:28
79.0,330.49,272.0,2.267,0.0,111.0,2019-07-08 21:06:36
79.0,352.44,274.0,2.286,0.0,111.0,2019-07-08 21:06:44
79.0,357.53,274.6,2.295,0.0,111.0,2019-07-08 21:06:46
80.0,378.19,275.4,2.379,0.0,113.0,2019-07-08 21:06:54
80.0,380.49,275.6,2.379,0.0,113.0,2019-07-08 21:06:55
81.0,402.49,274.20000000000005,2.361,0.5,112.0,2019-07-08 21:07:03
80.0,424.59,273.79999999999995,2.389,0.0,111.0,2019-07-08 21:07:11
79.0,441.24,272.6,2.389,0.0,111.0,2019-07-08 21:07:18
79.0,459.23,270.6,2.445,0.0,112.0,2019-07-08 21:07:25
79.0,461.68,270.6,2.454,0.0,112.0,2019-07-08 21:07:26
79.0,470.52,270.0,2.482,0.5,113.0,2019-07-08 21:07:30
78.0,472.84,269.79999999999995,2.473,0.5,113.0,2019-07-08 21:07:31
77.0,484.69,268.4,2.417,0.0,112.0,2019-07-08 21:07:37
78.0,502.42,267.20000000000005,2.333,0.0,110.0,2019-07-08 21:07:45
79.0,522.84,264.20000000000005,2.361,0.0,111.0,2019-07-08 21:07:53
79.0,525.45,263.6,2.361,0.0,112.0,2019-07-08 21:07:54
80.0,544.03,260.79999999999995,2.37,0.0,114.0,2019-07-08 21:08:02
80.0,547.13,260.6,2.37,0.0,114.0,2019-07-08 21:08:03
80.0,564.08,260.20000000000005,2.379,0.0,114.0,2019-07-08 21:08:09
79.0,579.5,261.20000000000005,2.37,0.0,113.0,2019-07-08 21:08:16
78.0,595.68,261.20000000000005,2.333,0.5,112.0,2019-07-08 21:08:22
80.0,617.98,259.6,2.361,0.0,114.0,2019-07-08 21:08:31
78.0,634.32,258.4,2.361,0.0,112.0,2019-07-08 21:08:38
78.0,646.85,258.0,2.361,0.5,112.0,2019-07-08 21:08:43
77.0,650.65,258.0,2.361,0.5,112.0,2019-07-08 21:08:45
74.0,662.39,258.6,2.323,0.5,113.0,2019-07-08 21:08:52
77.0,676.46,258.79999999999995,2.389,0.0,112.0,2019-07-08 21:08:58
77.0,688.69,258.6,2.249,0.5,113.0,2019-07-08 21:09:04
77.0,690.65,258.6,2.221,0.5,113.0,2019-07-08 21:09:05
77.0,701.23,257.79999999999995,2.183,0.0,114.0,2019-07-08 21:09:11
77.0,720.75,254.79999999999995,2.109,0.5,115.0,2019-07-08 21:09:20
78.0,736.94,254.79999999999995,2.127,0.5,114.0,2019-07-08 21:09:27
76.0,758.71,258.0,2.193,0.0,114.0,2019-07-08 21:09:35
79.0,774.83,259.79999999999995,2.277,0.5,115.0,2019-07-08 21:09:42
79.0,776.95,259.79999999999995,2.314,0.5,116.0,2019-07-08 21:09:43
80.0,791.73,258.6,2.407,0.0,115.0,2019-07-08 21:09:49
79.0,793.25,258.4,2.417,0.5,115.0,2019-07-08 21:09:50
81.0,813.79,258.20000000000005,2.389,0.0,117.0,2019-07-08 21:09:59
79.0,826.32,257.79999999999995,2.361,0.0,117.0,2019-07-08 21:10:05
79.0,847.63,254.20000000000005,2.333,0.0,118.0,2019-07-08 21:10:14
77.0,869.13,255.20000000000005,2.314,0.0,119.0,2019-07-08 21:10:24
74.0,869.9,255.4,2.295,0.5,118.0,2019-07-08 21:10:25
0.0,872.29,255.20000000000005,0.0,0.0,115.0,2019-07-08 21:10:32
0.0,873.7,255.6,0.0,0.0,112.0,2019-07-08 21:10:35
68.0,877.65,256.6,0.0,0.5,109.0,2019-07-08 21:10:38
70.0,880.11,256.79999999999995,0.0,0.0,107.0,2019-07-08 21:10:39
77.0,891.86,258.20000000000005,2.603,0.5,108.0,2019-07-08 21:10:44
80.0,900.85,258.6,2.669,0.0,111.0,2019-07-08 21:10:48
80.0,909.07,258.0,2.809,0.0,114.0,2019-07-08 21:10:51
80.0,912.57,257.4,2.846,0.0,114.0,2019-07-08 21:10:52
81.0,926.31,256.20000000000005,2.939,0.0,117.0,2019-07-08 21:10:57
81.0,931.2,255.4,2.948,0.0,117.0,2019-07-08 21:10:59
81.0,951.15,252.6,2.799,0.0,119.0,2019-07-08 21:11:06
80.0,972.55,252.79999999999995,2.809,0.0,120.0,2019-07-08 21:11:13
80.0,993.24,253.79999999999995,2.809,0.0,120.0,2019-07-08 21:11:19
81.0,996.78,254.0,2.827,0.0,120.0,2019-07-08 21:11:20
80.0,1017.75,255.20000000000005,2.921,0.0,119.0,2019-07-08 21:11:26
81.0,1024.88,255.20000000000005,2.976,0.0,119.0,2019-07-08 21:11:28
80.0,1045.62,255.0,3.144,0.0,120.0,2019-07-08 21:11:35
80.0,1048.41,254.79999999999995,3.144,0.0,120.0,2019-07-08 21:11:36
79.0,1070.19,250.79999999999995,3.107,0.0,119.0,2019-07-08 21:11:45
75.0,1079.69,248.79999999999995,2.109,0.5,119.0,2019-07-08 21:11:51
75.0,1079.95,248.0,1.819,0.5,119.0,2019-07-08 21:11:52
75.0,1080.64,245.6,1.633,0.5,118.0,2019-07-08 21:11:56
75.0,1081.25,244.79999999999995,1.418,0.5,116.0,2019-07-08 21:11:59
88.0,1081.71,244.6,1.325,0.0,113.0,2019-07-08 21:12:02
87.0,1081.71,244.6,1.325,0.5,111.0,2019-07-08 21:12:04
86.0,1081.71,244.6,1.026,0.0,108.0,2019-07-08 21:12:07
86.0,1085.0,244.6,2.025,0.0,107.0,2019-07-08 21:12:11
78.0,1088.89,244.6,2.025,0.0,107.0,2019-07-08 21:12:12
78.0,1091.65,244.6,1.95,0.0,107.0,2019-07-08 21:12:13
77.0,1097.36,244.6,1.782,0.0,108.0,2019-07-08 21:12:15
79.0,1107.23,245.0,2.202,0.0,111.0,2019-07-08 21:12:18
80.0,1112.29,245.4,2.183,0.0,113.0,2019-07-08 21:12:20
79.0,1124.21,245.6,2.305,0.0,116.0,2019-07-08 21:12:24
81.0,1131.54,245.79999999999995,2.295,0.0,116.0,2019-07-08 21:12:27
81.0,1143.32,245.6,2.351,0.0,119.0,2019-07-08 21:12:31
81.0,1154.14,245.4,2.398,0.0,119.0,2019-07-08 21:12:35
81.0,1176.21,244.4,2.454,0.0,120.0,2019-07-08 21:12:43
81.0,1179.65,243.79999999999995,2.454,0.0,121.0,2019-07-08 21:12:45
80.0,1193.0,242.79999999999995,2.454,0.0,122.0,2019-07-08 21:12:50
81.0,1215.3,243.4,2.482,0.0,122.0,2019-07-08 21:12:58
80.0,1221.3,243.6,2.491,0.0,122.0,2019-07-08 21:13:00
81.0,1227.19,243.6,2.501,0.0,123.0,2019-07-08 21:13:03
79.0,1233.66,243.4,2.454,0.0,123.0,2019-07-08 21:13:06
79.0,1256.04,242.4,2.407,0.0,124.0,2019-07-08 21:13:15
79.0,1258.82,242.4,2.407,0.0,125.0,2019-07-08 21:13:16
79.0,1278.99,242.79999999999995,2.417,0.0,125.0,2019-07-08 21:13:24
78.0,1294.85,242.6,2.379,0.0,127.0,2019-07-08 21:13:32
78.0,1297.02,242.6,2.37,0.0,127.0,2019-07-08 21:13:33
78.0,1305.39,242.6,2.351,0.0,126.0,2019-07-08 21:13:37
77.0,1324.05,244.4,2.305,0.0,128.0,2019-07-08 21:13:46
77.0,1337.78,245.4,2.267,0.0,128.0,2019-07-08 21:13:53
75.0,1358.49,247.0,2.249,0.5,128.0,2019-07-08 21:14:02
74.0,1363.4,247.79999999999995,2.249,0.5,128.0,2019-07-08 21:14:04
76.0,1381.39,251.20000000000005,2.267,0.5,129.0,2019-07-08 21:14:13
75.0,1389.2,251.6,2.23,0.5,129.0,2019-07-08 21:14:19
74.0,1393.23,251.4,2.183,0.0,130.0,2019-07-08 21:14:22
73.0,1396.54,251.0,2.118,0.0,130.0,2019-07-08 21:14:25
73.0,1397.89,250.79999999999995,2.09,0.0,130.0,2019-07-08 21:14:26
73.0,1414.57,248.4,1.95,0.0,129.0,2019-07-08 21:14:36
74.0,1428.97,247.6,1.847,0.0,129.0,2019-07-08 21:14:44
75.0,1449.31,248.79999999999995,1.885,0.5,128.0,2019-07-08 21:14:53
76.0,1468.44,250.0,1.95,0.5,128.0,2019-07-08 21:15:01
77.0,1480.76,250.4,1.978,0.0,128.0,2019-07-08 21:15:07
78.0,1498.9,251.79999999999995,2.043,0.5,127.0,2019-07-08 21:15:14
78.0,1509.63,253.6,2.081,0.0,127.0,2019-07-08 21:15:20
78.0,1527.32,253.6,2.053,0.5,127.0,2019-07-08 21:15:28
77.0,1538.07,254.0,2.071,0.0,128.0,2019-07-08 21:15:33
77.0,1542.23,254.0,2.071,0.0,128.0,2019-07-08 21:15:35
78.0,1556.08,253.20000000000005,2.099,0.0,126.0,2019-07-08 21:15:41
78.0,1572.01,253.0,2.137,0.0,126.0,2019-07-08 21:15:48
78.0,1584.36,253.6,2.155,0.0,126.0,2019-07-08 21:15:53
78.0,1586.84,254.0,2.165,0.0,126.0,2019-07-08 21:15:54
81.0,1598.14,256.4,2.193,0.0,126.0,2019-07-08 21:16:00
81.0,1600.05,256.6,2.193,0.0,126.0,2019-07-08 21:16:01
80.0,1604.06,256.20000000000005,2.193,0.0,126.0,2019-07-08 21:16:03
79.0,1611.76,255.4,2.202,0.0,127.0,2019-07-08 21:16:06
79.0,1614.68,255.4,2.211,0.0,127.0,2019-07-08 21:16:07
80.0,1621.1,255.6,2.23,0.5,127.0,2019-07-08 21:16:10
78.0,1624.14,256.6,2.23,0.0,128.0,2019-07-08 21:16:12
80.0,1631.55,257.79999999999995,2.221,0.0,127.0,2019-07-08 21:16:16
80.0,1636.01,258.0,2.221,0.0,126.0,2019-07-08 21:16:18
80.0,1640.78,258.4,2.202,0.0,126.0,2019-07-08 21:16:21
79.0,1660.03,259.79999999999995,2.193,0.0,127.0,2019-07-08 21:16:28
78.0,1666.56,260.6,2.211,0.5,128.0,2019-07-08 21:16:31
0.0,1667.15,261.4,0.373,0.0,128.0,2019-07-08 21:16:33
0.0,1673.02,262.79999999999995,0.233,0.0,124.0,2019-07-08 21:16:41
75.0,1677.41,263.20000000000005,1.885,0.5,121.0,2019-07-08 21:16:43
76.0,1683.5,264.0,2.099,0.5,120.0,2019-07-08 21:16:46
81.0,1700.03,264.0,2.062,0.5,123.0,2019-07-08 21:16:54
79.0,1718.21,264.20000000000005,2.286,0.0,125.0,2019-07-08 21:17:01
79.0,1728.97,265.0,2.333,0.0,128.0,2019-07-08 21:17:07
79.0,1741.63,262.79999999999995,2.305,0.0,129.0,2019-07-08 21:17:13
78.0,1751.83,260.20000000000005,2.267,0.0,130.0,2019-07-08 21:17:19
79.0,1772.14,258.79999999999995,2.258,0.0,129.0,2019-07-08 21:17:28
79.0,1787.09,261.4,2.267,0.0,130.0,2019-07-08 21:17:35
79.0,1803.45,262.4,2.267,0.0,129.0,2019-07-08 21:17:42
78.0,1823.71,265.20000000000005,2.277,0.0,130.0,2019-07-08 21:17:51
78.0,1828.67,266.0,2.249,0.0,130.0,2019-07-08 21:17:53
78.0,1837.57,267.20000000000005,2.239,0.0,128.0,2019-07-08 21:17:57
78.0,1842.22,267.79999999999995,2.239,0.5,128.0,2019-07-08 21:17:59
78.0,1847.98,268.20000000000005,2.221,0.0,129.0,2019-07-08 21:18:02
78.0,1866.49,268.79999999999995,2.211,0.0,129.0,2019-07-08 21:18:10
79.0,1885.0,270.20000000000005,2.23,0.0,131.0,2019-07-08 21:18:19
81.0,1904.97,268.0,2.221,0.0,131.0,2019-07-08 21:18:29
80.0,1922.26,266.20000000000005,2.211,0.0,131.0,2019-07-08 21:18:37
81.0,1937.47,266.4,2.23,0.0,131.0,2019-07-08 21:18:43
81.0,1940.28,266.6,2.23,0.0,131.0,2019-07-08 21:18:44
80.0,1956.87,267.79999999999995,2.258,0.0,130.0,2019-07-08 21:18:51
80.0,1962.14,268.0,2.267,0.0,130.0,2019-07-08 21:18:53
78.0,1965.9,268.20000000000005,2.267,0.0,130.0,2019-07-08 21:18:55
79.0,1976.61,268.4,2.258,0.0,132.0,2019-07-08 21:19:00
80.0,1997.43,267.4,2.23,0.0,131.0,2019-07-08 21:19:10
79.0,2019.13,268.0,2.202,0.0,132.0,2019-07-08 21:19:20
78.0,2042.57,270.0,2.202,0.0,134.0,2019-07-08 21:19:29
78.0,2045.53,270.6,2.211,0.0,134.0,2019-07-08 21:19:30
79.0,2060.85,273.20000000000005,2.23,0.0,133.0,2019-07-08 21:19:37
79.0,2076.46,274.0,2.23,0.0,134.0,2019-07-08 21:19:44
80.0,2096.72,275.0,2.23,0.0,134.0,2019-07-08 21:19:53
80.0,2098.65,275.0,2.23,0.0,134.0,2019-07-08 21:19:54
79.0,2115.07,275.4,2.211,0.0,136.0,2019-07-08 21:20:02
80.0,2135.01,275.0,2.193,0.0,137.0,2019-07-08 21:20:11
79.0,2149.51,276.20000000000005,2.183,0.0,135.0,2019-07-08 21:20:18
80.0,2165.82,276.79999999999995,2.174,0.0,136.0,2019-07-08 21:20:26
78.0,2181.52,277.20000000000005,2.165,0.0,136.0,2019-07-08 21:20:34
78.0,2187.37,277.4,2.127,0.0,135.0,2019-07-08 21:20:38
78.0,2189.12,277.20000000000005,2.127,0.0,135.0,2019-07-08 21:20:39
78.0,2202.08,277.6,2.09,0.0,135.0,2019-07-08 21:20:45
76.0,2221.33,279.4,2.081,0.5,135.0,2019-07-08 21:20:54
79.0,2231.27,279.6,2.043,0.5,135.0,2019-07-08 21:21:00
78.0,2241.26,279.79999999999995,2.006,0.5,134.0,2019-07-08 21:21:05
78.0,2245.25,279.6,1.997,0.5,134.0,2019-07-08 21:21:07
78.0,2253.94,279.79999999999995,1.969,0.5,133.0,2019-07-08 21:21:12
78.0,2260.61,280.0,1.959,0.0,133.0,2019-07-08 21:21:15
78.0,2280.94,280.0,1.978,0.0,133.0,2019-07-08 21:21:24
77.0,2289.1,280.79999999999995,1.969,0.0,133.0,2019-07-08 21:21:28
79.0,2297.8,282.0,1.969,0.0,132.0,2019-07-08 21:21:32
79.0,2318.97,283.20000000000005,2.015,0.0,132.0,2019-07-08 21:21:41
79.0,2340.61,283.20000000000005,2.053,0.5,134.0,2019-07-08 21:21:50
78.0,2361.73,283.4,2.09,0.0,133.0,2019-07-08 21:21:59
79.0,2366.2,283.4,2.099,0.0,133.0,2019-07-08 21:22:01
79.0,2383.01,282.79999999999995,2.127,0.0,134.0,2019-07-08 21:22:09
79.0,2396.53,283.0,2.109,0.5,134.0,2019-07-08 21:22:17
78.0,2397.64,283.0,2.099,0.0,134.0,2019-07-08 21:22:18
78.0,2402.96,282.20000000000005,2.062,0.5,133.0,2019-07-08 21:22:22
78.0,2404.77,282.0,2.034,0.0,133.0,2019-07-08 21:22:23
78.0,2411.25,281.6,1.969,0.0,133.0,2019-07-08 21:22:27
78.0,2415.46,281.6,1.95,0.0,133.0,2019-07-08 21:22:29
79.0,2434.33,282.4,1.978,0.0,134.0,2019-07-08 21:22:37
79.0,2436.76,282.4,1.978,0.5,133.0,2019-07-08 21:22:38
79.0,2451.44,283.6,2.053,0.0,134.0,2019-07-08 21:22:44
78.0,2472.08,284.79999999999995,2.137,0.0,132.0,2019-07-08 21:22:53
78.0,2488.44,284.79999999999995,2.155,0.0,131.0,2019-07-08 21:23:01
78.0,2491.16,284.6,2.155,0.0,131.0,2019-07-08 21:23:02
78.0,2504.45,283.0,2.183,0.5,132.0,2019-07-08 21:23:07
78.0,2524.33,282.4,2.202,0.0,132.0,2019-07-08 21:23:16
74.0,2542.52,281.79999999999995,2.239,0.5,131.0,2019-07-08 21:23:23
75.0,2553.94,280.79999999999995,2.277,0.5,131.0,2019-07-08 21:23:27
76.0,2559.52,280.20000000000005,2.295,0.5,130.0,2019-07-08 21:23:29
76.0,2576.69,280.0,2.342,0.5,129.0,2019-07-08 21:23:36
78.0,2597.31,282.0,2.417,0.0,130.0,2019-07-08 21:23:44
79.0,2609.64,283.4,2.454,0.0,131.0,2019-07-08 21:23:50
78.0,2617.46,283.6,2.435,0.0,132.0,2019-07-08 21:23:55
0.0,0.0,251.20000000000005,0.0,0.0,71.0,2019-07-10 23:18:00
0.0,0.65,251.0,0.0,0.0,75.0,2019-07-10 23:18:04
78.0,7.81,250.79999999999995,0.28,0.0,78.0,2019-07-10 23:18:06
78.0,11.75,250.79999999999995,0.56,0.5,81.0,2019-07-10 23:18:07
82.0,19.47,250.6,2.641,0.0,85.0,2019-07-10 23:18:09
82.0,24.24,250.4,2.641,0.0,88.0,2019-07-10 23:18:10
83.0,31.84,250.0,2.995,0.0,91.0,2019-07-10 23:18:12
84.0,35.79,249.79999999999995,3.21,0.0,94.0,2019-07-10 23:18:13
84.0,39.04,249.6,3.21,0.0,98.0,2019-07-10 23:18:14
84.0,42.25,249.4,2.967,0.0,97.0,2019-07-10 23:18:15
84.0,49.21,249.0,2.781,0.0,102.0,2019-07-10 23:18:17
83.0,55.08,248.6,2.771,0.0,106.0,2019-07-10 23:18:19
82.0,66.85,248.0,2.79,0.0,109.0,2019-07-10 23:18:23
82.0,73.21,248.0,2.771,0.0,110.0,2019-07-10 23:18:25
80.0,87.44,248.20000000000005,2.743,0.0,113.0,2019-07-10 23:18:30
81.0,92.85,248.20000000000005,2.734,0.0,113.0,2019-07-10 23:18:32
81.0,113.85,248.4,2.762,0.0,114.0,2019-07-10 23:18:39
81.0,134.29,250.79999999999995,2.771,0.0,116.0,2019-07-10 23:18:46
81.0,143.32,251.6,2.79,0.0,116.0,2019-07-10 23:18:49
80.0,163.48,252.20000000000005,2.809,0.0,118.0,2019-07-10 23:18:56
80.0,181.49,252.6,2.827,0.0,120.0,2019-07-10 23:19:02
80.0,202.1,253.4,2.855,0.0,123.0,2019-07-10 23:19:09
79.0,215.63,253.6,2.855,0.0,124.0,2019-07-10 23:19:14
81.0,236.38,253.4,2.865,0.0,125.0,2019-07-10 23:19:21
81.0,242.55,253.20000000000005,2.865,0.0,125.0,2019-07-10 23:19:23
80.0,260.47,253.0,2.865,0.0,126.0,2019-07-10 23:19:30
80.0,280.23,249.20000000000005,2.846,0.0,127.0,2019-07-10 23:19:37
79.0,300.11,248.0,2.846,0.0,128.0,2019-07-10 23:19:44
79.0,318.47,248.20000000000005,2.837,0.0,129.0,2019-07-10 23:19:51
80.0,333.97,250.0,2.827,0.0,129.0,2019-07-10 23:19:57
79.0,356.3,253.0,2.818,0.0,130.0,2019-07-10 23:20:05
79.0,359.27,253.6,2.827,0.0,130.0,2019-07-10 23:20:06
79.0,380.92,259.20000000000005,2.818,0.5,131.0,2019-07-10 23:20:14
79.0,383.54,259.79999999999995,2.818,0.5,131.0,2019-07-10 23:20:15
78.0,405.39,263.6,2.818,0.0,130.0,2019-07-10 23:20:23
78.0,425.79,266.6,2.799,0.0,130.0,2019-07-10 23:20:31
78.0,431.2,267.0,2.799,0.0,130.0,2019-07-10 23:20:33
79.0,452.22,267.20000000000005,2.781,0.0,131.0,2019-07-10 23:20:41
78.0,473.29,265.6,2.771,0.0,132.0,2019-07-10 23:20:49
79.0,492.42,262.20000000000005,2.762,0.5,133.0,2019-07-10 23:20:56
78.0,513.03,258.4,2.743,0.5,131.0,2019-07-10 23:21:04
77.0,531.75,257.6,2.725,0.5,132.0,2019-07-10 23:21:11
78.0,553.52,258.20000000000005,2.715,0.0,131.0,2019-07-10 23:21:19
78.0,555.83,258.20000000000005,2.715,0.0,131.0,2019-07-10 23:21:20
78.0,576.67,257.4,2.706,0.5,132.0,2019-07-10 23:21:28
78.0,584.48,257.0,2.697,0.0,133.0,2019-07-10 23:21:31
78.0,605.45,256.6,2.678,0.0,134.0,2019-07-10 23:21:39
78.0,616.32,256.0,2.669,0.5,133.0,2019-07-10 23:21:43
78.0,638.26,256.6,2.669,0.0,134.0,2019-07-10 23:21:51
78.0,641.12,256.6,2.669,0.0,134.0,2019-07-10 23:21:52
79.0,662.66,256.4,2.659,0.0,134.0,2019-07-10 23:22:00
79.0,668.39,256.0,2.659,0.0,135.0,2019-07-10 23:22:02
79.0,685.21,255.20000000000005,2.659,0.0,135.0,2019-07-10 23:22:08
80.0,707.39,253.20000000000005,2.678,0.0,134.0,2019-07-10 23:22:16
80.0,710.34,253.0,2.678,0.0,134.0,2019-07-10 23:22:17
80.0,726.79,251.79999999999995,2.697,0.0,136.0,2019-07-10 23:22:23
79.0,741.15,251.20000000000005,2.697,0.0,136.0,2019-07-10 23:22:28
78.0,743.99,251.20000000000005,2.697,0.0,136.0,2019-07-10 23:22:29
78.0,748.35,251.0,2.697,0.0,136.0,2019-07-10 23:22:31
79.0,756.79,251.0,2.697,0.0,136.0,2019-07-10 23:22:34
79.0,759.61,251.0,2.697,0.0,136.0,2019-07-10 23:22:35
78.0,780.49,251.6,2.697,0.5,135.0,2019-07-10 23:22:42
77.0,788.11,252.79999999999995,2.706,0.5,135.0,2019-07-10 23:22:45
78.0,793.08,254.20000000000005,2.706,0.5,136.0,2019-07-10 23:22:47
78.0,813.55,256.20000000000005,2.697,0.5,137.0,2019-07-10 23:22:55
78.0,816.16,256.20000000000005,2.697,0.5,137.0,2019-07-10 23:22:56
78.0,838.51,257.6,2.678,0.0,136.0,2019-07-10 23:23:05
78.0,849.94,258.4,2.678,0.0,136.0,2019-07-10 23:23:09
70.0,0.0,254.6,2.062,0.5,121.0,2019-07-10 23:24:57
70.0,1.82,254.79999999999995,2.062,0.0,121.0,2019-07-10 23:24:58
78.0,20.43,255.79999999999995,2.613,0.0,120.0,2019-07-10 23:25:05
80.0,37.44,256.20000000000005,2.697,0.0,123.0,2019-07-10 23:25:11
81.0,40.17,256.20000000000005,2.706,0.0,123.0,2019-07-10 23:25:12
81.0,55.17,256.79999999999995,2.753,0.0,126.0,2019-07-10 23:25:17
81.0,61.01,256.79999999999995,2.771,0.0,126.0,2019-07-10 23:25:19
81.0,77.57,257.0,2.781,0.0,128.0,2019-07-10 23:25:25
82.0,97.77,257.6,2.771,0.0,130.0,2019-07-10 23:25:32
82.0,100.75,257.79999999999995,2.771,0.0,130.0,2019-07-10 23:25:33
82.0,116.99,258.79999999999995,2.771,0.0,131.0,2019-07-10 23:25:39
82.0,138.88,259.4,2.762,0.0,131.0,2019-07-10 23:25:47
81.0,158.13,260.6,2.771,0.0,131.0,2019-07-10 23:25:54
82.0,180.11,262.20000000000005,2.771,0.0,132.0,2019-07-10 23:26:02
82.0,185.44,262.6,2.762,0.0,132.0,2019-07-10 23:26:04
82.0,201.34,264.4,2.762,0.0,133.0,2019-07-10 23:26:10
82.0,222.29,266.6,2.762,0.0,134.0,2019-07-10 23:26:17
81.0,233.05,268.6,2.771,0.5,134.0,2019-07-10 23:26:21
82.0,250.77,270.20000000000005,2.771,0.0,135.0,2019-07-10 23:26:28
82.0,272.03,270.0,2.762,0.0,135.0,2019-07-10 23:26:36
81.0,289.22,269.4,2.753,0.0,135.0,2019-07-10 23:26:43
82.0,306.55,267.0,2.715,0.0,137.0,2019-07-10 23:26:50
82.0,327.71,264.79999999999995,2.697,0.0,137.0,2019-07-10 23:26:58
81.0,349.47,262.6,2.669,0.0,137.0,2019-07-10 23:27:06
81.0,352.18,262.4,2.669,0.0,136.0,2019-07-10 23:27:07
84.0,374.3,259.6,2.669,0.0,137.0,2019-07-10 23:27:15
84.0,382.35,258.79999999999995,2.669,0.0,137.0,2019-07-10 23:27:18
83.0,402.53,255.79999999999995,2.669,0.0,137.0,2019-07-10 23:27:25
84.0,408.02,255.4,2.669,0.0,138.0,2019-07-10 23:27:27
83.0,430.88,252.79999999999995,2.669,0.0,139.0,2019-07-10 23:27:35
84.0,442.05,252.4,2.678,0.0,139.0,2019-07-10 23:27:39
82.0,464.71,252.0,2.706,0.0,139.0,2019-07-10 23:27:47
83.0,480.09,251.79999999999995,2.706,0.0,139.0,2019-07-10 23:27:53
83.0,498.12,250.20000000000005,2.687,0.0,140.0,2019-07-10 23:28:00
82.0,520.71,249.20000000000005,2.678,0.0,141.0,2019-07-10 23:28:08
82.0,540.44,250.20000000000005,2.697,0.0,141.0,2019-07-10 23:28:15
84.0,561.02,251.79999999999995,2.706,0.0,141.0,2019-07-10 23:28:22
84.0,565.7,252.4,2.706,0.0,141.0,2019-07-10 23:28:24
83.0,587.18,254.79999999999995,2.706,0.0,141.0,2019-07-10 23:28:32
84.0,605.21,256.6,2.706,0.0,141.0,2019-07-10 23:28:39
83.0,625.86,258.4,2.697,0.0,140.0,2019-07-10 23:28:47
82.0,646.28,261.0,2.687,0.0,140.0,2019-07-10 23:28:55
82.0,656.64,261.4,2.678,0.0,139.0,2019-07-10 23:28:59
83.0,671.84,262.0,2.669,0.0,139.0,2019-07-10 23:29:05
84.0,690.16,263.4,2.669,0.0,140.0,2019-07-10 23:29:12
83.0,708.0,264.4,2.669,0.0,141.0,2019-07-10 23:29:19
82.0,725.54,264.4,2.669,0.0,142.0,2019-07-10 23:29:25
